order_id,product_id,category,region,supplier,channel,customer_segment,price,shipping_days,customer_rating,return_flag
O02779,P0262,Home Decor,West,Supplier_4,Website,New,112.5,4,4.7,0
O02780,P0449,Clothing,West,Supplier_6,Website,Returning,34.49,2,1.3,0
O02781,P0413,Home Decor,South,Supplier_9,Website,Loyal,423.39,1,4.7,0
O02782,P0276,Toys,East,Supplier_5,Third-party,New,490.78,3,3.8,0
O02783,P0389,Clothing,East,Supplier_6,Website,New,398.64,7,2.3,1
O02784,P0393,Electronics,Central,Supplier_10,Third-party,Returning,428.35,1,2.6,0
O02785,P0223,Clothing,East,Supplier_9,Third-party,Returning,128.57,2,4.0,0
O02786,P0208,Toys,South,Supplier_8,Third-party,Returning,480.71,1,3.4,0
O02787,P0487,Books,North,Supplier_5,Third-party,Returning,106.49,8,3.7,0
O02788,P0116,Beauty,South,Supplier_1,Mobile App,Returning,476.2,5,2.6,0
O02789,P0220,Toys,Central,Supplier_6,Website,New,497.46,8,3.0,0
O02790,P0153,Beauty,Central,Supplier_5,Mobile App,New,358.74,3,5.0,0
O02791,P0049,Books,North,Supplier_10,Third-party,New,490.76,7,1.9,0
O02792,P0405,Electronics,Central,Supplier_2,Website,New,289.07,8,2.7,0
O02793,P0415,Home Decor,Central,Supplier_4,Website,Loyal,137.18,6,2.2,0
O02794,P0135,Home Decor,North,Supplier_7,Website,New,224.13,7,4.1,0
O02795,P0092,Electronics,East,Supplier_8,Third-party,New,300.84,2,4.1,0
O02796,P0342,Books,South,Supplier_7,Mobile App,Returning,45.81,8,2.2,0
O02797,P0041,Books,West,Supplier_8,Third-party,Returning,314.95,5,1.3,0
O02798,P0456,Home Decor,East,Supplier_2,Website,New,490.78,7,1.0,0
O02799,P0436,Toys,North,Supplier_4,Third-party,Returning,103.15,1,2.7,0
O02800,P0304,Home Decor,Central,Supplier_7,Website,Loyal,398.37,5,2.6,0
O02801,P0002,Electronics,West,Supplier_5,Mobile App,Loyal,454.87,1,5.0,0
O02802,P0376,Beauty,South,Supplier_8,Mobile App,Returning,472.41,8,2.9,0
O02803,P0099,Books,East,Supplier_1,Third-party,Returning,480.47,4,2.0,0
O02804,P0055,Electronics,West,Supplier_8,Website,New,265.52,4,4.6,0
O02805,P0128,Toys,Central,Supplier_2,Website,Loyal,488.88,2,3.0,0
O02806,P0102,Home Decor,Central,Supplier_9,Third-party,New,381.08,5,3.4,0
O02807,P0247,Toys,South,Supplier_5,Mobile App,Loyal,89.22,1,1.4,0
O02808,P0029,Toys,West,Supplier_7,Mobile App,Returning,243.68,9,2.5,0
O02809,P0217,Books,East,Supplier_5,Third-party,New,361.98,5,4.8,0
O02810,P0246,Toys,East,Supplier_8,Mobile App,New,131.2,6,3.4,0
O02811,P0391,Beauty,South,Supplier_1,Website,Loyal,323.9,2,2.4,1
O02812,P0104,Electronics,North,Supplier_9,Mobile App,Returning,336.63,1,3.5,1
O02813,P0028,Clothing,Central,Supplier_5,Website,Loyal,89.72,4,4.6,0
O02814,P0343,Electronics,West,Supplier_10,Website,Loyal,286.89,7,2.1,1
O02815,P0151,Toys,Central,Supplier_2,Mobile App,Returning,388.1,6,3.0,0
O02816,P0006,Electronics,West,Supplier_3,Third-party,New,254.46,1,4.8,0
O02817,P0297,Clothing,North,Supplier_7,Third-party,New,15.93,1,1.7,1
O02818,P0346,Books,East,Supplier_2,Mobile App,Returning,14.43,8,3.9,0
O02819,P0183,Home Decor,East,Supplier_9,Mobile App,New,184.94,4,3.5,0
O02820,P0073,Clothing,South,Supplier_7,Mobile App,Returning,463.84,5,3.7,0
O02821,P0342,Electronics,Central,Supplier_8,Third-party,Returning,122.05,7,2.4,0
O02822,P0057,Books,South,Supplier_8,Third-party,Returning,320.84,8,2.3,0
O02823,P0255,Beauty,Central,Supplier_9,Mobile App,Loyal,118.82,7,3.7,0
O02824,P0274,Beauty,West,Supplier_4,Third-party,Returning,167.62,2,1.9,0
O02825,P0282,Beauty,East,Supplier_5,Mobile App,New,425.54,4,2.7,0
O02826,P0014,Books,Central,Supplier_10,Website,Returning,367.14,1,1.8,0
O02827,P0093,Books,Central,Supplier_8,Third-party,Returning,56.75,9,1.0,0
O02828,P0206,Books,Central,Supplier_7,Website,Loyal,220.06,3,4.9,0
O02829,P0287,Toys,Central,Supplier_1,Mobile App,Loyal,24.29,3,2.7,0
O02830,P0385,Beauty,West,Supplier_4,Website,New,245.64,9,4.9,1
O02831,P0206,Electronics,West,Supplier_9,Website,Returning,334.59,3,1.6,0
O02832,P0380,Books,North,Supplier_10,Website,Returning,68.07,8,3.3,1
O02833,P0066,Toys,Central,Supplier_8,Third-party,Loyal,151.55,2,1.8,0
O02834,P0108,Home Decor,West,Supplier_6,Website,Returning,204.94,3,4.2,0
O02835,P0003,Books,East,Supplier_10,Mobile App,Returning,460.57,2,4.1,0
O02836,P0280,Electronics,East,Supplier_7,Third-party,Returning,496.69,1,1.5,0
O02837,P0354,Electronics,South,Supplier_9,Third-party,Loyal,32.01,2,4.6,0
O02838,P0162,Clothing,Central,Supplier_8,Third-party,Loyal,382.89,8,1.8,1
O02839,P0490,Beauty,East,Supplier_1,Mobile App,New,192.14,9,3.5,0
O02840,P0484,Electronics,South,Supplier_1,Mobile App,Loyal,202.3,2,4.9,0
O02841,P0188,Clothing,North,Supplier_10,Mobile App,New,379.59,7,4.5,1
O02842,P0099,Home Decor,North,Supplier_1,Website,Returning,460.03,5,4.8,0
O02843,P0414,Home Decor,North,Supplier_2,Website,Returning,475.96,3,2.4,0
O02844,P0091,Electronics,East,Supplier_1,Mobile App,Loyal,292.79,9,1.4,0
O02845,P0092,Electronics,West,Supplier_9,Website,New,184.99,6,1.8,1
O02846,P0383,Electronics,West,Supplier_3,Mobile App,Loyal,395.9,1,3.0,0
O02847,P0401,Toys,Central,Supplier_2,Mobile App,Returning,132.99,5,4.2,0
O02848,P0269,Beauty,South,Supplier_1,Website,Returning,286.4,7,1.6,1
O02849,P0325,Books,West,Supplier_5,Mobile App,New,185.7,4,3.6,0
O02850,P0384,Beauty,Central,Supplier_2,Third-party,New,331.75,8,2.3,0
O02851,P0085,Home Decor,West,Supplier_8,Website,Loyal,127.8,5,2.4,0
O02852,P0247,Beauty,North,Supplier_2,Mobile App,New,103.88,9,3.6,0
O02853,P0413,Clothing,Central,Supplier_5,Third-party,Returning,459.94,9,2.9,0
O02854,P0136,Clothing,Central,Supplier_8,Website,Loyal,59.88,9,4.2,0
O02855,P0179,Beauty,South,Supplier_10,Website,Returning,257.92,1,1.6,0
O02856,P0198,Electronics,South,Supplier_9,Website,Loyal,118.22,2,4.2,0
O02857,P0299,Books,Central,Supplier_4,Website,Loyal,29.08,3,1.3,0
O02858,P0072,Beauty,Central,Supplier_4,Website,New,27.65,4,1.8,1
O02859,P0385,Electronics,West,Supplier_8,Mobile App,New,95.86,9,3.6,0
O02860,P0082,Books,North,Supplier_2,Mobile App,Returning,434.72,6,4.4,0
O02861,P0031,Home Decor,East,Supplier_3,Third-party,Loyal,148.41,1,2.0,0
O02862,P0488,Electronics,South,Supplier_5,Third-party,Loyal,475.72,9,2.3,1
O02863,P0168,Clothing,West,Supplier_6,Third-party,Loyal,294.99,6,3.1,0
O02864,P0467,Beauty,Central,Supplier_8,Website,New,223.94,4,1.8,0
O02865,P0485,Beauty,East,Supplier_10,Mobile App,Loyal,294.24,4,4.2,0
O02866,P0387,Home Decor,North,Supplier_5,Mobile App,Returning,263.18,3,4.1,0
O02867,P0080,Clothing,East,Supplier_10,Third-party,New,381.8,7,1.6,0
O02868,P0301,Books,Central,Supplier_8,Third-party,Loyal,148.42,3,2.9,0
O02869,P0255,Books,North,Supplier_4,Third-party,New,182.99,2,4.1,0
O02870,P0439,Books,South,Supplier_7,Mobile App,Returning,448.11,8,2.3,0
O02871,P0110,Electronics,Central,Supplier_3,Website,Returning,473.76,4,3.5,0
O02872,P0364,Toys,East,Supplier_8,Third-party,New,447.35,8,1.2,1
O02873,P0362,Clothing,South,Supplier_1,Mobile App,Returning,215.53,1,3.4,0
O02874,P0355,Beauty,South,Supplier_9,Website,Returning,392.38,5,1.6,0
O02875,P0465,Beauty,East,Supplier_1,Mobile App,Loyal,243.4,9,4.3,0
O02876,P0186,Beauty,East,Supplier_1,Website,Loyal,253.79,1,2.4,0
O02877,P0134,Electronics,North,Supplier_3,Mobile App,Loyal,110.29,4,2.1,0
O02878,P0109,Clothing,East,Supplier_5,Website,New,299.65,6,4.4,1
O02879,P0254,Beauty,West,Supplier_7,Third-party,Returning,101.21,8,1.2,0
O02880,P0197,Home Decor,North,Supplier_2,Mobile App,Returning,172.47,3,2.6,0
O02881,P0018,Toys,Central,Supplier_7,Website,New,428.96,5,2.5,1
O02882,P0116,Clothing,East,Supplier_8,Mobile App,New,111.47,7,2.1,0
O02883,P0101,Books,West,Supplier_2,Third-party,New,44.87,1,4.6,0
O02884,P0444,Toys,Central,Supplier_6,Mobile App,New,43.81,7,4.0,0
O02885,P0267,Toys,Central,Supplier_3,Website,New,470.98,8,1.3,0
O02886,P0106,Home Decor,South,Supplier_2,Website,Returning,258.39,8,3.9,0
O02887,P0175,Books,South,Supplier_8,Third-party,Loyal,210.61,9,3.1,0
O02888,P0086,Books,East,Supplier_2,Website,Returning,407.33,6,4.6,0
O02889,P0467,Beauty,North,Supplier_1,Third-party,New,419.55,6,2.3,0
O02890,P0059,Clothing,Central,Supplier_2,Website,New,172.77,2,3.3,0
O02891,P0286,Electronics,Central,Supplier_10,Mobile App,New,349.87,3,3.0,0
O02892,P0113,Toys,Central,Supplier_3,Mobile App,Loyal,387.85,4,3.0,0
O02893,P0330,Toys,Central,Supplier_10,Third-party,Loyal,330.78,4,2.8,0
O02894,P0473,Books,West,Supplier_3,Mobile App,Loyal,84.28,8,1.8,0
O02895,P0458,Books,West,Supplier_2,Mobile App,Returning,439.18,1,4.0,0
O02896,P0093,Electronics,South,Supplier_6,Third-party,Loyal,274.16,4,2.8,0
O02897,P0169,Beauty,North,Supplier_10,Third-party,Returning,148.41,4,4.8,0
O02898,P0354,Toys,Central,Supplier_8,Website,Returning,218.36,1,2.0,0
O02899,P0273,Clothing,Central,Supplier_10,Website,Returning,28.41,3,3.7,0
O02900,P0441,Electronics,East,Supplier_4,Website,Loyal,72.65,5,4.8,0
O02901,P0171,Books,North,Supplier_1,Website,Returning,385.12,6,3.7,0
O02902,P0336,Clothing,Central,Supplier_5,Website,Loyal,10.01,9,4.5,0
O02903,P0334,Electronics,Central,Supplier_9,Third-party,Loyal,214.12,9,4.3,0
O02904,P0062,Home Decor,Central,Supplier_8,Website,Returning,266.03,9,2.4,0
O02905,P0090,Books,West,Supplier_9,Website,Returning,36.77,1,3.4,0
O02906,P0269,Clothing,South,Supplier_10,Third-party,Returning,486.81,9,1.6,0
O02907,P0294,Beauty,West,Supplier_9,Website,Loyal,120.8,8,3.1,0
O02908,P0283,Toys,Central,Supplier_2,Website,Loyal,159.06,2,1.9,0
O02909,P0410,Beauty,East,Supplier_5,Mobile App,Loyal,158.93,1,4.0,0
O02910,P0247,Clothing,North,Supplier_1,Mobile App,Returning,122.9,1,3.1,0
O02911,P0387,Clothing,Central,Supplier_1,Website,New,10.72,6,2.6,1
O02912,P0125,Books,South,Supplier_6,Mobile App,Loyal,367.38,9,2.1,0
O02913,P0473,Beauty,West,Supplier_2,Website,Loyal,483.75,7,5.0,0
O02914,P0390,Home Decor,Central,Supplier_1,Mobile App,New,119.9,5,1.3,0
O02915,P0272,Electronics,South,Supplier_5,Third-party,Loyal,334.89,2,1.2,0
O02916,P0499,Toys,Central,Supplier_10,Mobile App,New,373.53,1,1.9,0
O02917,P0213,Books,West,Supplier_5,Mobile App,New,425.73,2,4.9,0
O02918,P0455,Electronics,Central,Supplier_3,Third-party,Returning,217.09,1,4.9,0
O02919,P0212,Toys,West,Supplier_10,Third-party,Returning,158.44,3,3.6,0
O02920,P0498,Books,North,Supplier_10,Mobile App,New,169.39,6,4.5,0
O02921,P0240,Clothing,West,Supplier_8,Mobile App,New,359.18,8,1.9,1
O02922,P0484,Beauty,West,Supplier_3,Third-party,New,410.22,3,4.9,0
O02923,P0360,Home Decor,North,Supplier_3,Website,Loyal,98.99,9,1.6,1
O02924,P0194,Clothing,East,Supplier_2,Mobile App,New,191.76,5,1.4,0
O02925,P0413,Toys,North,Supplier_8,Third-party,Returning,451.95,7,1.4,0
O02926,P0208,Beauty,West,Supplier_8,Mobile App,Loyal,405.28,8,3.3,0
O02927,P0225,Beauty,West,Supplier_3,Website,New,492.58,3,4.1,0
O02928,P0013,Toys,North,Supplier_5,Third-party,Loyal,379.58,2,2.5,0
O02929,P0049,Home Decor,North,Supplier_4,Website,Returning,202.67,2,4.9,0
O02930,P0420,Beauty,West,Supplier_1,Mobile App,New,299.41,5,2.7,1
O02931,P0071,Home Decor,Central,Supplier_10,Third-party,Returning,333.9,1,1.6,0
O02932,P0031,Books,North,Supplier_2,Mobile App,Returning,48.44,2,2.9,0
O02933,P0331,Clothing,West,Supplier_7,Mobile App,Returning,276.8,9,3.7,0
O02934,P0494,Home Decor,North,Supplier_8,Third-party,New,357.57,7,4.3,1
O02935,P0135,Toys,South,Supplier_4,Website,Loyal,91.99,6,2.8,1
O02936,P0332,Home Decor,Central,Supplier_5,Website,New,392.51,9,3.4,1
O02937,P0120,Toys,East,Supplier_6,Third-party,New,296.05,7,2.1,0
O02938,P0206,Beauty,East,Supplier_4,Website,Returning,476.59,5,3.6,0
O02939,P0386,Home Decor,North,Supplier_4,Website,Returning,30.79,9,4.9,0
O02940,P0023,Toys,Central,Supplier_8,Mobile App,Returning,140.01,6,1.2,0
O02941,P0174,Clothing,East,Supplier_9,Mobile App,New,304.76,6,4.5,0
O02942,P0348,Clothing,North,Supplier_4,Website,Loyal,155.31,4,3.2,1
O02943,P0276,Books,South,Supplier_7,Third-party,Returning,360.07,1,2.0,1
O02944,P0265,Toys,Central,Supplier_5,Website,Loyal,381.91,5,4.8,0
O02945,P0425,Clothing,East,Supplier_7,Website,New,60.23,9,2.9,0
O02946,P0274,Electronics,Central,Supplier_7,Third-party,Loyal,261.79,8,2.3,0
O02947,P0475,Home Decor,Central,Supplier_9,Website,New,259.36,8,1.7,0
O02948,P0088,Books,North,Supplier_3,Website,Loyal,190.95,5,2.0,0
O02949,P0350,Toys,North,Supplier_10,Third-party,Returning,467.13,9,4.3,0
O02950,P0014,Beauty,East,Supplier_10,Website,New,415.48,3,3.5,0
O02951,P0470,Clothing,West,Supplier_2,Website,Loyal,351.63,3,4.7,0
O02952,P0459,Clothing,East,Supplier_1,Mobile App,Returning,360.02,1,1.9,1
O02953,P0468,Toys,North,Supplier_2,Website,Loyal,236.24,9,1.5,0
O02954,P0219,Toys,West,Supplier_9,Mobile App,Returning,461.29,6,1.0,1
O02955,P0416,Books,West,Supplier_8,Third-party,New,350.35,2,3.0,0
O02956,P0055,Home Decor,East,Supplier_5,Website,New,367.2,8,5.0,0
O02957,P0153,Beauty,North,Supplier_10,Website,New,432.23,9,3.8,0
O02958,P0337,Home Decor,East,Supplier_9,Website,New,144.3,9,2.2,0
O02959,P0107,Beauty,East,Supplier_4,Third-party,Returning,405.46,2,4.5,0
O02960,P0423,Clothing,Central,Supplier_6,Mobile App,New,105.67,2,4.1,1
O02961,P0072,Clothing,North,Supplier_5,Third-party,New,179.22,7,1.1,0
O02962,P0427,Home Decor,Central,Supplier_6,Mobile App,Loyal,174.45,4,4.3,0
O02963,P0374,Toys,South,Supplier_10,Third-party,Returning,489.48,1,2.2,0
O02964,P0347,Toys,South,Supplier_7,Website,Loyal,429.7,8,1.6,0
O02965,P0147,Books,East,Supplier_4,Mobile App,Returning,353.57,2,1.9,0
O02966,P0161,Books,South,Supplier_6,Third-party,New,366.26,3,2.9,0
O02967,P0027,Electronics,Central,Supplier_4,Website,Loyal,285.42,5,2.7,1
O02968,P0116,Home Decor,North,Supplier_8,Website,Loyal,474.07,3,2.2,0
O02969,P0266,Home Decor,South,Supplier_1,Mobile App,Loyal,253.17,7,1.7,1
O02970,P0211,Beauty,North,Supplier_8,Mobile App,Loyal,196.45,7,4.0,0
O02971,P0155,Toys,North,Supplier_8,Mobile App,New,89.89,2,5.0,0
O02972,P0145,Beauty,West,Supplier_5,Third-party,Returning,395.24,7,4.1,1
O02973,P0245,Electronics,East,Supplier_10,Website,New,369.88,6,2.2,0
O02974,P0296,Beauty,East,Supplier_6,Third-party,Returning,198.33,9,2.0,0
O02975,P0287,Books,West,Supplier_6,Third-party,Returning,22.34,9,1.9,0
O02976,P0144,Toys,West,Supplier_1,Mobile App,New,421.11,2,1.5,1
O02977,P0089,Home Decor,East,Supplier_1,Website,New,15.59,7,3.2,0
O02978,P0220,Home Decor,North,Supplier_6,Website,Returning,354.81,5,3.4,0
O02979,P0129,Toys,Central,Supplier_9,Mobile App,Returning,485.43,6,3.8,0
O02980,P0202,Home Decor,West,Supplier_8,Website,Returning,224.45,1,3.7,0
O02981,P0481,Home Decor,South,Supplier_7,Third-party,Loyal,125.14,7,2.2,0
O02982,P0048,Books,West,Supplier_2,Third-party,New,355.39,6,2.3,0
O02983,P0454,Home Decor,North,Supplier_2,Website,Returning,410.39,4,3.7,0
O02984,P0311,Beauty,South,Supplier_1,Mobile App,Returning,277.75,1,2.4,1
O02985,P0051,Beauty,North,Supplier_4,Mobile App,Loyal,483.85,9,1.9,0
O02986,P0419,Toys,North,Supplier_9,Website,New,35.32,4,2.5,0
O02987,P0386,Home Decor,South,Supplier_2,Third-party,New,257.35,2,2.1,0
O02988,P0055,Beauty,South,Supplier_7,Website,Loyal,362.04,8,1.4,1
O02989,P0085,Home Decor,East,Supplier_10,Third-party,Returning,432.69,2,4.3,0
O02990,P0436,Electronics,Central,Supplier_6,Third-party,Loyal,97.84,5,4.4,0
O02991,P0062,Books,North,Supplier_3,Mobile App,New,402.0,6,1.9,0
O02992,P0372,Beauty,East,Supplier_10,Mobile App,Loyal,280.83,8,1.3,1
O02993,P0202,Electronics,West,Supplier_6,Mobile App,Loyal,204.31,1,4.0,0
O02994,P0060,Home Decor,South,Supplier_8,Third-party,New,74.54,1,1.8,0
O02995,P0215,Toys,South,Supplier_8,Mobile App,Returning,433.99,4,2.6,0
O02996,P0398,Toys,West,Supplier_1,Mobile App,Returning,87.06,5,1.3,0
O02997,P0217,Electronics,West,Supplier_5,Website,New,161.8,9,1.9,0
O02998,P0336,Electronics,Central,Supplier_1,Website,Returning,152.12,7,4.2,0
O02999,P0383,Electronics,South,Supplier_7,Third-party,Returning,436.99,7,4.2,0
O03000,P0474,Electronics,East,Supplier_1,Mobile App,New,339.62,8,1.8,1
O03001,P0083,Toys,North,Supplier_4,Website,Returning,400.37,5,2.3,0
O03002,P0173,Electronics,South,Supplier_4,Third-party,New,132.73,5,1.5,1
O03003,P0030,Electronics,East,Supplier_6,Website,New,316.19,1,1.3,1
O03004,P0385,Toys,South,Supplier_7,Mobile App,Loyal,290.16,9,5.0,0
O03005,P0244,Toys,Central,Supplier_7,Third-party,Loyal,418.09,6,3.6,0
O03006,P0110,Books,East,Supplier_3,Mobile App,Loyal,453.98,9,3.2,0
O03007,P0392,Electronics,East,Supplier_4,Third-party,New,15.96,3,4.1,0
O03008,P0179,Toys,South,Supplier_5,Third-party,Loyal,340.27,5,4.4,0
O03009,P0325,Electronics,North,Supplier_10,Third-party,Loyal,35.4,2,4.2,0
O03010,P0037,Clothing,North,Supplier_10,Website,New,278.94,5,1.1,1
O03011,P0012,Electronics,West,Supplier_2,Mobile App,New,150.94,8,1.7,0
O03012,P0009,Electronics,North,Supplier_2,Mobile App,New,160.32,2,3.6,1
O03013,P0033,Electronics,East,Supplier_8,Mobile App,Loyal,182.95,8,2.5,0
O03014,P0317,Clothing,East,Supplier_3,Mobile App,Loyal,314.43,4,4.9,0
O03015,P0277,Beauty,South,Supplier_5,Mobile App,New,173.68,1,3.7,0
O03016,P0156,Beauty,Central,Supplier_2,Website,Returning,369.02,5,4.8,0
O03017,P0057,Electronics,East,Supplier_8,Mobile App,New,208.22,1,1.8,1
O03018,P0082,Toys,Central,Supplier_6,Third-party,New,43.49,7,4.5,0
O03019,P0467,Clothing,Central,Supplier_5,Third-party,Loyal,394.04,8,2.3,1
O03020,P0004,Clothing,West,Supplier_10,Website,Loyal,150.02,3,5.0,0
O03021,P0100,Beauty,North,Supplier_7,Website,New,222.06,3,1.6,1
O03022,P0097,Electronics,Central,Supplier_1,Third-party,New,345.87,7,3.1,0
O03023,P0264,Toys,West,Supplier_4,Website,Loyal,172.9,4,4.2,0
O03024,P0035,Clothing,North,Supplier_7,Third-party,Loyal,37.73,3,2.7,0
O03025,P0366,Books,West,Supplier_2,Website,New,193.22,8,2.9,0
O03026,P0289,Home Decor,West,Supplier_1,Third-party,Returning,472.78,3,4.9,0
O03027,P0486,Clothing,Central,Supplier_3,Website,Loyal,324.45,7,2.7,0
O03028,P0416,Home Decor,West,Supplier_9,Mobile App,Returning,339.02,2,3.4,0
O03029,P0088,Clothing,Central,Supplier_7,Mobile App,New,319.82,1,1.2,0
O03030,P0423,Electronics,Central,Supplier_6,Mobile App,Loyal,107.51,6,4.4,0
O03031,P0310,Home Decor,North,Supplier_6,Mobile App,Loyal,214.98,8,3.6,0
O03032,P0308,Electronics,Central,Supplier_5,Mobile App,New,377.96,1,2.6,0
O03033,P0015,Toys,West,Supplier_2,Third-party,Returning,59.67,9,1.1,1
O03034,P0128,Electronics,East,Supplier_4,Third-party,New,146.15,3,3.4,0
O03035,P0278,Electronics,West,Supplier_4,Website,Loyal,145.4,3,1.1,0
O03036,P0233,Beauty,West,Supplier_9,Third-party,Returning,221.69,4,1.0,0
O03037,P0153,Books,North,Supplier_10,Website,Loyal,490.38,1,3.5,0
O03038,P0135,Clothing,North,Supplier_6,Third-party,New,43.08,9,1.8,0
O03039,P0079,Books,West,Supplier_5,Website,Returning,264.16,3,1.8,0
O03040,P0490,Beauty,East,Supplier_6,Website,Loyal,97.89,4,3.6,0
O03041,P0141,Books,Central,Supplier_9,Website,Returning,485.63,1,1.2,0
O03042,P0262,Electronics,East,Supplier_4,Website,Loyal,65.52,4,2.3,0
O03043,P0484,Toys,East,Supplier_4,Third-party,Returning,207.76,1,1.6,0
O03044,P0132,Toys,Central,Supplier_5,Third-party,Returning,371.56,5,3.3,0
O03045,P0220,Beauty,West,Supplier_8,Third-party,Loyal,355.23,5,3.6,0
O03046,P0165,Clothing,North,Supplier_4,Third-party,Loyal,217.14,7,3.9,0
O03047,P0214,Clothing,West,Supplier_8,Mobile App,Loyal,179.8,8,2.0,0
O03048,P0110,Home Decor,South,Supplier_6,Third-party,New,204.83,4,1.4,0
O03049,P0016,Home Decor,West,Supplier_8,Website,Returning,139.5,7,1.3,0
O03050,P0044,Home Decor,South,Supplier_1,Mobile App,New,110.61,4,2.7,0
O03051,P0164,Clothing,Central,Supplier_2,Third-party,New,246.69,3,4.8,0
O03052,P0103,Clothing,East,Supplier_5,Mobile App,New,141.58,6,1.9,0
O03053,P0230,Toys,South,Supplier_5,Mobile App,Returning,150.86,4,2.0,0
O03054,P0482,Home Decor,Central,Supplier_4,Website,Returning,331.81,3,1.4,0
O03055,P0129,Toys,North,Supplier_1,Third-party,Returning,484.58,9,3.4,0
O03056,P0316,Books,South,Supplier_8,Mobile App,Loyal,305.78,5,3.7,0
O03057,P0133,Books,Central,Supplier_5,Website,Loyal,47.72,7,3.6,0
O03058,P0156,Clothing,North,Supplier_3,Third-party,Returning,47.04,6,4.4,0
O03059,P0297,Toys,West,Supplier_7,Third-party,New,476.2,5,2.9,0
O03060,P0374,Toys,South,Supplier_3,Website,Loyal,155.67,7,1.5,1
O03061,P0300,Home Decor,West,Supplier_2,Mobile App,New,55.11,6,2.2,0
O03062,P0410,Toys,North,Supplier_1,Mobile App,New,303.53,2,3.6,0
O03063,P0323,Books,West,Supplier_5,Website,Loyal,315.59,3,3.5,0
O03064,P0037,Clothing,West,Supplier_3,Website,New,327.77,2,3.1,0
O03065,P0367,Home Decor,Central,Supplier_10,Mobile App,Returning,141.03,3,3.7,0
O03066,P0256,Books,North,Supplier_6,Third-party,Returning,17.4,1,3.5,0
O03067,P0064,Books,Central,Supplier_10,Website,New,482.86,8,4.5,0
O03068,P0353,Beauty,West,Supplier_2,Mobile App,New,132.94,6,3.3,0
O03069,P0128,Toys,Central,Supplier_6,Website,New,341.25,2,4.1,0
O03070,P0489,Electronics,West,Supplier_7,Mobile App,Returning,356.25,8,2.0,0
O03071,P0041,Home Decor,Central,Supplier_2,Third-party,New,308.9,6,3.7,0
O03072,P0015,Books,South,Supplier_10,Website,Returning,163.32,7,4.6,1
O03073,P0071,Electronics,Central,Supplier_9,Website,Loyal,142.84,1,2.5,0
O03074,P0490,Beauty,East,Supplier_4,Third-party,Returning,302.86,7,4.1,0
O03075,P0374,Toys,West,Supplier_7,Website,Returning,434.39,3,3.9,0
O03076,P0136,Toys,North,Supplier_1,Mobile App,Returning,473.9,8,1.2,0
O03077,P0335,Books,North,Supplier_6,Mobile App,New,61.89,6,3.3,0
O03078,P0395,Electronics,East,Supplier_1,Third-party,Returning,85.87,4,1.5,0
O03079,P0385,Toys,West,Supplier_9,Third-party,Loyal,472.92,8,4.9,0
O03080,P0147,Books,Central,Supplier_9,Mobile App,Returning,370.9,9,4.2,0
O03081,P0305,Electronics,Central,Supplier_9,Website,Loyal,442.67,2,1.4,0
O03082,P0437,Electronics,North,Supplier_6,Third-party,Loyal,109.29,6,1.5,1
O03083,P0177,Books,Central,Supplier_10,Website,Loyal,297.92,5,3.4,0
O03084,P0347,Electronics,Central,Supplier_4,Mobile App,New,353.56,5,2.4,0
O03085,P0450,Clothing,West,Supplier_9,Third-party,Loyal,343.25,3,1.1,1
O03086,P0247,Beauty,West,Supplier_5,Mobile App,Returning,209.99,8,3.2,1
O03087,P0062,Toys,Central,Supplier_7,Third-party,Loyal,17.54,8,2.6,1
O03088,P0296,Clothing,East,Supplier_7,Mobile App,Returning,295.63,5,1.4,0
O03089,P0178,Home Decor,West,Supplier_10,Website,Returning,134.02,8,4.2,0
O03090,P0297,Clothing,North,Supplier_1,Mobile App,Returning,230.62,8,4.7,0
O03091,P0065,Home Decor,East,Supplier_9,Mobile App,Loyal,479.21,3,4.0,0
O03092,P0430,Beauty,North,Supplier_9,Third-party,Loyal,205.53,2,4.3,0
O03093,P0479,Beauty,South,Supplier_8,Third-party,New,421.5,9,1.9,0
O03094,P0261,Books,East,Supplier_6,Third-party,New,102.38,2,2.1,0
O03095,P0196,Electronics,South,Supplier_4,Third-party,New,339.51,9,1.8,0
O03096,P0429,Home Decor,Central,Supplier_7,Third-party,Loyal,488.73,4,4.1,0
O03097,P0405,Beauty,East,Supplier_1,Website,Returning,59.93,2,4.8,0
O03098,P0204,Beauty,Central,Supplier_5,Website,Returning,14.08,1,3.9,0
O03099,P0082,Clothing,East,Supplier_3,Mobile App,New,222.46,4,4.5,0
O03100,P0430,Books,South,Supplier_5,Mobile App,Returning,55.39,9,3.6,0
O03101,P0206,Home Decor,North,Supplier_7,Website,Returning,376.71,9,2.6,0
O03102,P0298,Toys,East,Supplier_9,Website,Loyal,458.13,4,2.7,0
O03103,P0228,Home Decor,Central,Supplier_2,Mobile App,New,222.67,9,1.3,0
O03104,P0403,Electronics,Central,Supplier_1,Website,Returning,136.77,6,1.1,0
O03105,P0041,Beauty,North,Supplier_9,Website,New,222.86,1,3.8,0
O03106,P0123,Electronics,North,Supplier_9,Mobile App,New,364.49,6,2.8,1
O03107,P0161,Toys,West,Supplier_9,Mobile App,Returning,14.44,9,3.2,0
O03108,P0266,Beauty,Central,Supplier_3,Website,Returning,298.83,2,3.2,0
O03109,P0230,Clothing,South,Supplier_7,Third-party,New,310.51,6,2.1,1
